Esn,Country,Region Code,Device Description,Ip,Ts
NFCDCH-02-HZA5WQ28C05KA4CAHH4GKX5XD9WW2E,RO,IS,Chrome - Windows,2a02:2f0e:6000:9e00:b0b7:92ad:a3af:a2bc,2023-07-10 18:33:58
